scorer,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo
labeled-data\Subject3_0512\img01716.png,392.22736570306597,651.0111837827259,,,293.64088472780736,654.243527421259,342.12603930580326,925.7603930580369,272.63065107734224,859.497348468109,313.0349465590057,904.750159407572,206.36760648741438,914.4471903231712,,,455.2580666544609,843.3356302754437
labeled-data\Subject3_0512\img02063.png,460.1065821122604,909.5986748653715,,,403.5405684379316,806.1636784323133,,,356.67158567920205,937.0735957929027,,,212.83229376448048,930.6089085158366,,,,
labeled-data\Subject3_0512\img02078.png,464.95509757005993,903.1339875883054,,,445.5610357388616,801.3151629745137,,,416.46994299206403,925.7603930580369,,,209.59995012594754,924.1442212387705,,,,
labeled-data\Subject3_0512\img02326.png,,,348.5907265828696,680.1022765295236,419.702286630597,680.1022765295236,,,,,,,426.1669739076631,914.4471903231712,300.10557200487347,888.5884412149067,68.99300184975891,916.0633621424378
labeled-data\Subject3_0512\img02513.png,505.3593930517234,865.9620357451752,,,513.4402521480561,731.8197747460526,,,,,,,442.32869210032845,920.9118776002374,238.69104287274513,888.5884412149067,88.38706368095723,891.8207848534397
labeled-data\Subject3_0512\img02764.png,343.74221112506984,394.0398645193468,279.09533835440857,419.89861362761144,346.974554763603,431.21181636247707,185.35737283694948,575.0511082771988,,,313.0349465590057,895.0531284919728,,,398.6920529801321,794.8504756974476,298.4894001856069,917.6795339617042
labeled-data\Subject3_0512\img02807.png,456.87423847372725,397.27220815787973,376.0656475104006,403.73689543494606,429.39931754619624,429.5956445432105,,,461.722753931527,544.3438437111346,301.72174382414005,898.2854721305058,346.974554763603,885.3560975763736,388.9950220645328,802.9313347937803,390.6111938837994,962.9323449011673
labeled-data\Subject3_0512\img02867.png,146.56924917455262,859.497348468109,220.91315286081317,757.6785238543173,,,,,,,303.3379156434064,904.750159407572,,,479.50064394345895,865.9620357451752,345.3583829443364,964.5485167204338
labeled-data\Subject3_0512\img02966.png,183.7412010176829,369.79728723034873,203.1352628488812,402.1207236156795,254.8527610654105,398.8883799771463,123.94284370482114,521.7174382414031,,,303.3379156434064,901.517815769039,,,379.29799114893376,781.9211011433152,267.7821356195427,951.6191421663016
labeled-data\Subject3_0512\img03003.png,262.9336201617432,384.3428336037475,243.53955833054465,408.5854108927456,308.18643110120615,418.28244180834486,123.94284370482114,526.5659536992027,177.2765137406168,482.92931457900625,304.954087462673,893.4369566727063,,,387.3788502452662,781.9211011433152,290.4085410892742,953.235313985568
labeled-data\Subject3_0512\img03021.png,,,266.16596380027613,444.1411909166093,327.58049293240447,455.45439365147513,196.6705755718151,571.8187646386657,203.1352628488812,495.85868913313845,301.72174382414005,906.3663312268385,,,431.0154893654628,812.6283657093795,280.7115101736749,861.1135202873755
labeled-data\Subject3_0512\img03099.png,144.95307735528604,686.5669638065897,264.54979198100955,684.9507919873232,,,228.99401195714586,904.750159407572,206.36760648741438,827.1739120827783,309.80260292047274,909.5986748653715,325.9643211131379,880.507582118574,474.6521284856592,856.2650048295759,442.32869210032845,966.1646885397004
labeled-data\Subject3_0512\img03173.png,209.59995012594754,537.8791564340685,296.8732283663403,605.7583728432629,,,248.3880737883444,817.476881167179,209.59995012594754,730.2036029267862,306.57025928193957,904.750159407572,332.4290083902042,877.2752384800409,479.50064394345895,861.1135202873755,458.49041029299383,956.4676576241011
labeled-data\Subject3_0512\img03256.png,379.29799114893376,783.5372729625818,385.76267842599987,731.8197747460526,296.8732283663403,730.2036029267862,364.75244477553474,898.2854721305058,217.68080922228023,907.9825030461051,,,258.08510470394344,893.4369566727063,418.0861148113304,848.1841457332432,548.9960321719198,885.3560975763736
labeled-data\Subject3_0512\img03411.png,429.39931754619624,263.12994715875743,,,314.65111837827226,331.0091635679519,403.5405684379316,439.29267545880975,248.3880737883444,534.6468127955353,290.4085410892742,909.5986748653715,211.2161219452139,917.6795339617042,,,422.93463026913014,859.497348468109
labeled-data\Subject3_0512\img03512.png,94.85175095802333,295.4533835440882,217.68080922228023,334.24150720648504,,,199.90291921034827,416.6662699890783,102.93261005435602,442.5250190973429,292.0247129085408,899.9016439497724,209.59995012594754,912.8310185039047,,,448.7933793773948,865.9620357451752
labeled-data\Subject3_0512\img03858.png,473.0359566663926,718.8904001919204,,,340.5098674865369,714.0418847341208,388.9950220645328,922.5280494195039,277.479166535142,941.9221112507023,313.0349465590057,904.750159407572,211.2161219452139,917.6795339617042,,,,
labeled-data\Subject3_0512\img04028.png,497.2785339553907,809.3960220708464,,,366.3686165948013,752.8300083965177,372.83330387186743,922.5280494195039,288.7923692700076,941.9221112507023,309.80260292047274,912.8310185039047,220.91315286081317,909.5986748653715,,,,
labeled-data\Subject3_0512\img04135.png,382.5303347874667,882.1237539378405,385.76267842599987,722.1227438304535,321.11580565533836,723.7389156497201,411.6214275342643,822.3253966249787,348.5907265828696,862.7296921066421,293.64088472780736,911.2148466846381,203.1352628488812,911.2148466846381,,,,
labeled-data\Subject3_0512\img04652.png,455.2580666544609,874.0428948415079,392.22736570306597,751.2138365772511,335.66135202873716,777.0725856855157,358.28775749846864,920.9118776002374,301.72174382414005,940.3059394314358,,,217.68080922228023,916.0633621424378,,,,
labeled-data\Subject3_0512\img05118.png,245.15573014981123,806.1636784323133,329.19666475167105,777.0725856855157,240.3072146920117,744.749149300185,337.27752384800374,928.99273669657,241.92338651127807,938.6897676121692,,,148.1854209938192,917.6795339617042,,,,
labeled-data\Subject3_0512\img05315.png,93.23557913875698,670.4052456139243,188.58971647548242,672.0214174331909,,,167.57948282501752,835.254771179111,,,198.2867473910817,914.4471903231712,,,342.12603930580326,893.4369566727063,589.4003276535832,920.9118776002374
labeled-data\Subject3_0512\img05335.png,99.70026641582308,416.6662699890783,162.730967367218,468.38376820560745,214.44846558374707,469.9999400248739,88.38706368095723,529.7982973377358,,,209.59995012594754,909.5986748653715,,,345.3583829443364,882.1237539378405,591.0164994728498,922.5280494195039
labeled-data\Subject3_0512\img05414.png,85.15472004242429,343.9385381220841,165.96331100575094,361.71642813401604,,,80.30620458462454,447.37353455514244,,,203.1352628488812,901.517815769039,293.64088472780736,893.4369566727063,314.65111837827226,798.0828193359806,587.7841558343166,919.2957057809708
labeled-data\Subject3_0512\img05555.png,159.49862372868483,276.05932171288964,241.92338651127807,368.18111541108215,,,106.16495369288918,445.75736273587586,68.99300184975891,455.45439365147513,214.44846558374707,907.9825030461051,283.9438538122081,895.0531284919728,340.5098674865369,809.3960220708464,548.9960321719198,924.1442212387705
labeled-data\Subject3_0512\img05560.png,86.77089186169087,364.9487717725492,217.68080922228023,419.89861362761144,,,83.5385482231577,489.39400185607235,,,201.51909102961486,911.2148466846381,285.5600256314747,903.1339875883054,355.0554138599357,848.1841457332432,,
labeled-data\Subject3_0512\img05578.png,,,114.24581278922187,739.9006338423853,,,107.78112551215577,890.2046130341731,,,203.1352628488812,909.5986748653715,,,355.0554138599357,883.739925757107,584.5518121957837,916.0633621424378
labeled-data\Subject3_0512\img05825.png,,,,,,,,,,,199.90291921034827,907.9825030461051,,,308.18643110120615,874.0428948415079,597.4811867499159,925.7603930580369
labeled-data\Subject3_0512\img05852.png,469.8036130278597,882.1237539378405,,,400.30822479939866,783.5372729625818,,,,,,,,,279.09533835440857,880.507582118574,591.0164994728498,922.5280494195039
labeled-data\Subject3_0512\img05985.png,335.66135202873716,240.50354168902595,435.86400482326235,311.61510173675356,,,487.5815030397914,371.4134590496153,380.9141629682001,374.64580268814825,367.9847884140679,901.517815769039,359.9039293177352,930.6089085158366,275.8629947158754,807.7798502515799,,
labeled-data\Subject3_0512\img06076.png,587.7841558343166,285.7563526284889,,,479.50064394345895,322.9283044716192,587.7841558343166,436.0603318202766,515.0564239673226,381.1104899652146,461.722753931527,920.9118776002374,361.5201011370018,928.99273669657,306.57025928193957,820.7092248057121,73.84151730755843,919.2957057809708
labeled-data\Subject3_0512\img06343.png,,,432.6316611847294,421.5147854468778,494.04619031685775,402.1207236156795,,,,,418.0861148113304,895.0531284919728,463.3389257507936,911.2148466846381,363.1362729562684,815.8607093479126,102.93261005435602,891.8207848534397
labeled-data\Subject3_0512\img06388.png,,,408.38908389573135,439.29267545880975,469.8036130278597,427.9794727239441,,,,,424.5508020883967,893.4369566727063,497.2785339553907,893.4369566727063,400.30822479939866,825.5577402635117,185.35737283694948,861.1135202873755
labeled-data\Subject3_0512\img06652.png,,,395.4597093415989,667.1729019753913,,,,,,,,,,,450.40955119666114,920.9118776002374,149.80159281308556,945.1544548892354
labeled-data\Subject3_0512\img06820.png,322.73197747460495,901.517815769039,340.5098674865369,770.6078984084495,,,401.92439661866524,848.1841457332432,,,,,,,447.1772075581282,916.0633621424378,157.88245190941825,953.235313985568
labeled-data\Subject3_0512\img06917.png,,,369.6009602333345,714.0418847341208,,,,,,,,,,,456.87423847372725,920.9118776002374,154.6501082708853,950.002970347035
labeled-data\Subject3_0512\img07197.png,466.5712693893265,255.04908806242474,,,411.6214275342643,347.17088176061725,578.0871249187176,474.84845548267356,471.41978484712627,463.5352527478078,506.97556487098996,896.6693003112393,452.0257230159277,907.9825030461051,377.6818193296672,793.2343038781811,161.11479554795142,869.1943793837082
labeled-data\Subject3_0512\img07272.png,379.29799114893376,925.7603930580369,447.1772075581282,802.9313347937803,384.1465066067333,767.3755547699164,490.8138466783246,927.3765648773035,,,,,,,,,186.97354465621606,864.3458639259086
labeled-data\Subject3_0512\img07441.png,175.6603419213502,587.9804828313311,275.8629947158754,655.8596992405255,,,269.3983074388093,927.3765648773035,219.2969810415466,911.2148466846381,371.2171320526011,912.8310185039047,334.0451802094706,895.0531284919728,,,,
labeled-data\Subject3_0512\img07560.png,214.44846558374707,219.49330803856083,313.0349465590057,306.7665862789538,,,338.8936956672703,403.73689543494606,203.1352628488812,448.989706374409,377.6818193296672,911.2148466846381,314.65111837827226,885.3560975763736,431.0154893654628,802.9313347937803,,
labeled-data\Subject3_0512\img07625.png,125.55901552408773,290.60486808628843,259.70127652321,324.54447629088577,,,338.8936956672703,416.6662699890783,201.51909102961486,444.1411909166093,387.3788502452662,907.9825030461051,309.80260292047274,896.6693003112393,432.6316611847294,799.6989911552472,,
labeled-data\Subject3_0512\img07767.png,138.48839007821994,853.0326611910428,219.2969810415466,757.6785238543173,,,238.69104287274513,925.7603930580369,,,384.1465066067333,916.0633621424378,,,,,,
labeled-data\Subject3_0512\img08041.png,154.6501082708853,705.9610256377881,274.2468228966088,684.9507919873232,,,250.00424560761076,912.8310185039047,,,380.9141629682001,916.0633621424378,359.9039293177352,888.5884412149065,,,,
labeled-data\Subject3_0512\img08151.png,,,225.7616683186127,780.3049293240488,,,282.3276819929415,916.0633621424378,,,380.9141629682001,909.5986748653715,,,,,,
labeled-data\Subject3_0512\img08467.png,157.88245190941825,350.4032253991504,199.90291921034827,389.19134906154727,253.23658924614392,389.19134906154727,138.48839007821994,458.6867372900083,,,246.77190196907782,886.9722693956401,285.5600256314747,880.507582118574,348.5907265828696,793.2343038781811,,
labeled-data\Subject3_0512\img08605.png,104.5487818736226,494.242517313872,199.90291921034827,489.39400185607235,,,109.39729733142235,587.9804828313311,128.79135916262067,560.5055619038,253.23658924614392,883.739925757107,,,397.0758811608655,825.5577402635117,,
labeled-data\Subject3_0512\img08787.png,,,,,,,,,,,,,,,460.1065821122604,851.4164893717764,,
labeled-data\Subject3_0512\img08842.png,,,,,506.97556487098996,775.4564138662491,,,,,,,,,321.11580565533836,880.507582118574,568.3900940031183,888.5884412149067
labeled-data\Subject3_0512\img09028.png,422.93463026913014,798.0828193359806,468.1874412085931,730.2036029267862,392.22736570306597,720.5065720111869,473.0359566663926,912.8310185039047,398.6920529801321,899.9016439497724,,,,,313.0349465590057,835.254771179111,133.6398746204202,867.5782075644416
labeled-data\Subject3_0512\img09107.png,574.8547812801844,293.8372117248216,,,474.6521284856592,371.4134590496153,,,600.713530388449,489.39400185607235,494.04619031685775,886.9722693956401,401.92439661866524,888.5884412149067,382.5303347874667,801.3151629745137,199.90291921034827,856.2650048295759
labeled-data\Subject3_0512\img09168.png,485.96533122052506,258.2814317009577,,,435.86400482326235,340.70619448355114,578.0871249187176,389.19134906154727,497.2785339553907,398.8883799771463,561.9254067260522,909.5986748653715,466.5712693893265,903.1339875883054,424.5508020883967,809.3960220708464,220.91315286081317,872.4267230222413
labeled-data\Subject3_0512\img09209.png,403.5405684379316,243.7358853275589,,,,,544.1475167141202,295.4533835440882,489.197674859058,405.3530672542124,557.0768912682524,899.9016439497724,469.8036130278597,909.5986748653715,431.0154893654628,799.6989911552472,232.22635559567902,874.0428948415079
labeled-data\Subject3_0512\img09312.png,610.4105613040483,282.52400898995575,,,481.1168157627253,308.3827580982204,578.0871249187176,416.6662699890783,526.3696267021883,285.7563526284889,557.0768912682524,906.3663312268385,471.41978484712627,895.0531284919728,,,225.7616683186127,878.8914102993074
labeled-data\Subject3_0512\img09412.png,618.4914204003808,305.1504144596872,,,518.2887676058556,327.7768199294187,,,594.2488431113829,337.473850845018,552.2283758104529,899.9016439497724,464.95509757005993,901.517815769039,418.0861148113304,812.6283657093795,222.52932468007975,875.6590666607743
labeled-data\Subject3_0512\img09479.png,539.2990012563207,292.221039905555,,,447.1772075581282,379.494318145948,584.5518121957837,469.9999400248739,563.5415785453188,478.0807991212066,555.4607194489859,916.0633621424378,461.72275393152677,906.3663312268385,419.702286630597,838.487114817644,227.37784013787928,877.2752384800409
labeled-data\Subject3_0512\img09972.png,395.4597093415989,856.2650048295759,476.2683003049258,731.8197747460526,405.1567402571982,715.6580565533874,505.3593930517234,854.6488330103094,414.85377117279745,914.4471903231712,560.3092349067856,911.2148466846381,,,,,245.15573014981123,851.4164893717764
labeled-data\Subject3_0512\img10030.png,290.4085410892742,649.3950119634594,418.0861148113304,681.71844834879,,,452.0257230159277,933.8412521543696,376.0656475104006,917.6795339617042,552.2283758104529,911.2148466846381,424.5508020883967,896.6693003112393,,,271.0144792580759,856.2650048295759
labeled-data\Subject3_0512\img10274.png,235.45869923421196,777.0725856855157,340.5098674865369,710.8095410955877,,,359.9039293177352,880.507582118574,343.74221112506984,865.9620357451752,447.1772075581282,912.8310185039047,427.78314572692966,891.8207848534397,,,,
labeled-data\Subject3_0512\img10340.png,392.22736570306597,754.4461802157842,422.93463026913014,691.4154792643893,343.74221112506984,694.6478229029224,390.6111938837994,893.4369566727063,361.5201011370018,857.8811766488425,447.1772075581282,912.8310185039047,426.1669739076631,890.2046130341731,,,,
labeled-data\Subject3_0512\img10418.png,316.26729019753884,571.8187646386657,435.86400482326235,607.3745446625295,,,393.84353752233255,811.0121938901129,350.20689840213595,781.9211011433152,442.32869210032845,914.4471903231712,427.78314572692966,890.2046130341731,,,,
labeled-data\Subject3_0512\img10559.png,290.4085410892742,482.92931457900625,413.23759935353087,515.2527509643369,,,372.83330387186743,688.1831356258563,337.27752384800374,715.6580565533874,443.94486391959504,912.8310185039047,434.24783300399577,886.9722693956401,,,388.9950220645328,851.4164893717764
labeled-data\Subject3_0512\img10874.png,377.6818193296672,251.81674442389158,,,288.7923692700076,327.7768199294187,346.974554763603,431.21181636247707,274.2468228966088,457.0705654707417,384.1465066067333,925.7603930580369,343.74221112506984,899.9016439497724,,,,
labeled-data\Subject3_0512\img10936.png,165.96331100575094,891.8207848534397,290.4085410892742,785.1534447818484,248.3880737883444,752.8300083965177,325.9643211131379,941.9221112507023,267.7821356195427,924.1442212387705,392.22736570306597,920.9118776002374,,,,,,
labeled-data\Subject3_0512\img11001.png,149.80159281308556,746.3653211194516,250.00424560761076,718.8904001919204,,,261.3174483424766,911.2148466846381,,,376.0656475104006,924.1442212387705,348.5907265828696,898.2854721305058,,,,
labeled-data\Subject3_0512\img11029.png,148.1854209938192,744.749149300185,258.08510470394344,712.4257129148542,,,261.3174483424766,914.4471903231712,,,380.9141629682001,925.7603930580369,355.0554138599357,903.1339875883054,,,,
labeled-data\Subject3_0512\img11569.png,,,356.67158567920205,672.0214174331909,292.0247129085408,654.243527421259,293.64088472780736,799.6989911552472,259.70127652321,796.4666475167141,392.22736570306597,920.9118776002374,359.9039293177352,898.2854721305058,521.5211112443887,880.507582118574,,
labeled-data\Subject3_0512\img11643.png,,,532.8343139792546,681.71844834879,490.8138466783246,725.3550874689865,,,440.7125202810621,807.7798502515799,379.29799114893376,922.5280494195039,353.4392420406691,898.2854721305058,513.4402521480561,875.6590666607743,,
labeled-data\Subject3_0512\img11661.png,,,537.6828294370541,712.4257129148542,519.9049394251222,757.6785238543173,,,426.1669739076631,801.3151629745137,379.29799114893376,922.5280494195039,346.974554763603,901.517815769039,510.2079085095231,877.2752384800409,,
labeled-data\Subject3_0512\img11976.png,,,243.53955833054465,733.4359465653192,,,,,,,377.6818193296672,925.7603930580369,355.0554138599357,901.517815769039,,,,
labeled-data\Subject3_0512\img12129.png,369.6009602333345,874.0428948415079,382.5303347874667,704.3448538185216,301.72174382414005,722.1227438304535,,,,,392.22736570306597,922.5280494195039,361.5201011370018,896.6693003112393,,,,
labeled-data\Subject3_0512\img12237.png,398.6920529801321,566.9702491808661,447.1772075581282,599.2936855661968,345.3583829443364,600.9098573854633,413.23759935353087,697.8801665414554,382.5303347874667,701.1125101799885,390.6111938837994,917.6795339617042,356.67158567920205,896.6693003112393,511.8240803287895,880.507582118574,,
labeled-data\Subject3_0512\img12432.png,206.36760648741438,599.2936855661968,338.8936956672703,596.0613419276638,,,280.7115101736749,767.3755547699164,,,390.6111938837994,922.5280494195039,363.1362729562684,896.6693003112393,,,,
labeled-data\Subject3_0512\img12498.png,240.3072146920117,846.5679739139767,275.8629947158754,722.1227438304535,250.00424560761076,696.263994722189,,,,,380.9141629682001,922.5280494195039,355.0554138599357,898.2854721305058,,,,
labeled-data\Subject3_0512\img12844.png,,,338.8936956672703,702.7286819992551,408.38908389573135,688.1831356258563,311.4187747397391,896.6693003112393,,,445.5610357388616,922.5280494195039,,,,,,
labeled-data\Subject3_0512\img13311.png,241.92338651127807,768.991726589183,321.11580565533836,736.6682902038523,,,327.58049293240447,904.750159407572,,,453.6418948351943,920.9118776002374,429.39931754619624,898.2854721305058,,,,
labeled-data\Subject3_0512\img13333.png,,,350.20689840213595,735.0521183845858,,,321.11580565533836,903.1339875883054,,,443.94486391959504,924.1442212387705,,,,,,
