scorer,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo,Qinbo
labeled-data\Subject4_0512\img03934.png,599.0973585691825,343.9385381220841,,,484.3491594012585,379.494318145948,597.4811867499159,513.6365791450704,527.9857985214549,497.47486095240504,460.1065821122604,959.7000012626343,329.19666475167105,979.0940630938326,,,298.4894001856069,928.99273669657
labeled-data\Subject4_0512\img04332.png,377.6818193296672,722.1227438304535,311.4187747397391,731.8197747460526,371.2171320526011,754.4461802157842,,,,,,,,,309.80260292047274,953.235313985568,571.6224376416515,972.6293758167665
labeled-data\Subject4_0512\img04379.png,190.205888294749,573.4349364579322,222.52932468007975,618.6877473973952,282.3276819929415,631.6171219515275,162.730967367218,694.6478229029224,,,214.44846558374707,969.3970321782334,,,327.58049293240447,946.7706267085019,586.1679840150503,998.4881249250311
labeled-data\Subject4_0512\img04501.png,,,227.37784013787928,500.7072045909381,293.64088472780736,536.2629846148019,127.17518734335408,568.5864210001326,,,227.37784013787928,967.7808603589668,,,337.27752384800374,919.2957057809708,532.8343139792546,1001.720468563564
labeled-data\Subject4_0512\img05059.png,489.197674859058,966.1646885397004,481.1168157627253,836.8709429983775,422.93463026913014,854.6488330103094,,,,,,,,,201.51909102961486,928.99273669657,358.28775749846864,964.5485167204338
labeled-data\Subject4_0512\img05192.png,523.1372830636553,885.3560975763736,,,452.0257230159277,794.8504756974476,,,,,,,340.5098674865369,962.9323449011673,191.82206011401558,938.6897676121692,164.34713918648436,1019.498358575496
labeled-data\Subject4_0512\img05663.png,539.2990012563207,812.6283657093795,,,471.41978484712627,799.6989911552472,,,474.6521284856592,948.3867985277684,,,342.12603930580326,967.7808603589668,186.97354465621606,943.5382830699689,161.11479554795142,1017.8821867562294
labeled-data\Subject4_0512\img06452.png,201.51909102961486,928.99273669657,329.19666475167105,844.9518020947102,267.7821356195427,819.0930529864456,338.8936956672703,998.4881249250311,,,477.88447212419237,959.7000012626343,,,,,,
labeled-data\Subject4_0512\img06588.png,612.0267331233147,389.19134906154727,,,500.51087759392385,448.989706374409,,,612.0267331233147,520.1012664221365,479.50064394345895,956.4676576241011,359.9039293177352,961.3161730819007,,,193.43823193328217,938.6897676121692
labeled-data\Subject4_0512\img06731.png,537.6828294370541,345.55470994135067,,,440.7125202810621,442.5250190973429,607.1782176655151,526.5659536992027,581.3194685572505,486.1616582175393,471.41978484712627,954.8514858048346,363.1362729562684,961.3161730819007,,,230.61018377641244,935.4574239736362
labeled-data\Subject4_0512\img06783.png,317.8834620168054,946.7706267085019,431.0154893654628,849.8003175525098,358.28775749846864,830.4062557213114,458.49041029299383,1008.1851558406303,422.93463026913014,996.8719531057645,,,,,,,220.91315286081317,927.3765648773035
labeled-data\Subject4_0512\img07292.png,170.8118264635507,699.496338360722,274.2468228966088,733.4359465653192,,,225.7616683186127,993.6396094672314,,,401.92439661866524,975.8617194552995,,,,,,
labeled-data\Subject4_0512\img07477.png,337.27752384800374,461.91908092854123,329.19666475167105,491.01017367533893,397.0758811608655,495.85868913313845,,,,,295.2570565470737,961.3161730819007,371.2171320526011,953.235313985568,390.6111938837994,875.6590666607743,612.0267331233147,967.7808603589668
labeled-data\Subject4_0512\img07570.png,,,241.92338651127807,568.5864210001326,300.10557200487347,591.2128264698641,165.96331100575094,642.9303246863932,,,280.7115101736749,962.9323449011673,379.29799114893376,956.4676576241011,411.6214275342643,920.9118776002374,612.0267331233147,971.0132039975
labeled-data\Subject4_0512\img07864.png,178.89268555988338,373.0296308688819,233.84252741494538,457.0705654707417,,,112.62964096995529,520.1012664221365,138.48839007821994,457.0705654707417,248.3880737883444,969.3970321782334,211.2161219452139,946.7706267085019,351.82307022140253,874.0428948415079,456.87423847372725,975.8617194552995
labeled-data\Subject4_0512\img08028.png,224.14549649934634,457.0705654707417,267.7821356195427,492.6263454946054,196.6705755718151,442.5250190973429,119.0943282470214,547.5761873496676,96.46792277728991,508.7880636872708,254.8527610654105,967.7808603589668,220.91315286081317,943.5382830699689,338.8936956672703,870.8105512029747,468.1874412085931,975.8617194552995
labeled-data\Subject4_0512\img08597.png,599.0973585691825,799.6989911552472,,,481.1168157627253,790.0019602396479,508.59173669025654,961.3161730819007,477.88447212419237,977.4778912745661,,,367.9847884140679,974.245547636033,225.7616683186127,940.3059394314358,,
labeled-data\Subject4_0512\img08720.png,,,426.1669739076631,479.6969709404732,497.2785339553907,466.76759638634076,,,,,374.449475691134,950.002970347035,445.5610357388616,956.4676576241011,329.19666475167105,878.8914102993074,198.2867473910817,922.5280494195039
labeled-data\Subject4_0512\img09004.png,,,298.4894001856069,460.30290910927465,363.1362729562684,484.5454863982727,238.69104287274513,545.9600155304012,,,322.73197747460495,951.6191421663016,,,421.31845844986356,854.6488330103094,584.5518121957837,969.3970321782334
labeled-data\Subject4_0512\img09171.png,144.95307735528604,974.245547636033,220.91315286081317,865.9620357451752,170.8118264635507,830.4062557213114,228.99401195714586,956.4676576241011,,,337.27752384800374,948.3867985277684,,,455.2580666544609,901.517815769039,607.1782176655151,977.4778912745661
labeled-data\Subject4_0512\img09457.png,498.89470577465727,854.6488330103094,500.51087759392385,793.2343038781811,411.6214275342643,794.8504756974476,508.59173669025654,980.7102349130992,429.39931754619624,998.4881249250311,,,337.27752384800374,974.245547636033,,,,
labeled-data\Subject4_0512\img09831.png,424.5508020883967,925.7603930580369,453.6418948351943,790.0019602396479,372.83330387186743,791.6181320589145,,,398.6920529801321,932.2250803351031,398.6920529801321,956.4676576241011,337.27752384800374,967.7808603589668,,,503.7432212324568,932.2250803351031
labeled-data\Subject4_0512\img10866.png,591.0164994728498,964.5485167204338,532.8343139792546,838.487114817644,494.04619031685775,857.8811766488425,497.2785339553907,972.6293758167665,427.78314572692966,980.7102349130992,361.5201011370018,945.1544548892354,272.63065107734224,948.3867985277684,,,,
labeled-data\Subject4_0512\img11051.png,201.51909102961486,319.69596083308625,304.954087462673,381.1104899652146,,,243.53955833054465,452.22205001294196,172.42799828281704,363.3325999532826,361.5201011370018,975.8617194552995,254.8527610654105,985.5587503708988,314.65111837827226,907.9825030461051,418.0861148113304,937.0735957929027
labeled-data\Subject4_0512\img11164.png,529.6019703407214,489.39400185607235,,,398.6920529801321,466.76759638634076,479.50064394345895,659.0920428790586,390.6111938837994,507.1718918680043,367.9847884140679,977.4778912745661,243.53955833054465,983.9425785516322,,,456.87423847372725,938.6897676121692
labeled-data\Subject4_0512\img11325.png,217.68080922228023,938.6897676121692,261.3174483424766,843.3356302754437,,,,,,,324.34814929387153,967.7808603589668,,,508.59173669025654,940.3059394314358,358.28775749846864,998.4881249250311
labeled-data\Subject4_0512\img11494.png,484.3491594012585,326.16064811015235,,,374.449475691134,377.8781463266814,482.7329875819919,524.9497818799362,460.1065821122604,458.6867372900083,356.67158567920205,982.3264067323657,238.69104287274513,983.9425785516322,,,382.5303347874667,932.2250803351031
labeled-data\Subject4_0512\img11549.png,435.86400482326235,319.69596083308625,,,346.974554763603,373.0296308688819,487.5815030397914,531.4144691570023,382.5303347874667,387.5751772422807,364.75244477553474,987.1749221901653,230.61018377641244,987.1749221901653,300.10557200487347,907.9825030461051,372.83330387186743,932.2250803351031
labeled-data\Subject4_0512\img11777.png,301.72174382414005,314.8474453752865,,,358.28775749846864,395.6560363386134,279.09533835440857,518.48509460287,238.69104287274513,343.9385381220841,355.0554138599357,983.9425785516322,235.45869923421196,982.3264067323657,,,385.76267842599987,930.6089085158366
labeled-data\Subject4_0512\img11858.png,180.50885737914973,309.998929917487,292.0247129085408,377.8781463266814,,,283.9438538122081,544.3438437111346,169.1956546442841,360.10025631474946,372.83330387186743,980.7102349130992,230.61018377641244,980.7102349130992,,,380.9141629682001,924.1442212387705
labeled-data\Subject4_0512\img11889.png,117.47815642775504,377.8781463266814,227.37784013787928,421.5147854468778,,,233.84252741494538,566.9702491808661,114.24581278922187,479.6969709404732,364.75244477553474,971.0132039975,237.07487105347855,983.9425785516322,,,,
labeled-data\Subject4_0512\img11958.png,401.92439661866524,318.07978901381966,,,311.4187747397391,385.9590054230141,439.0963484617955,474.84845548267356,364.75244477553474,513.6365791450704,367.9847884140679,987.1749221901653,216.06463740301365,985.5587503708988,,,,
labeled-data\Subject4_0512\img12360.png,582.9356403765171,326.16064811015235,,,474.6521284856592,387.5751772422807,613.6429049425813,549.1923591689342,587.7841558343166,376.26197450741483,452.0257230159277,958.0838294433677,410.00525571499793,983.9425785516322,342.12603930580326,864.3458639259086,128.79135916262067,961.3161730819007
labeled-data\Subject4_0512\img12616.png,109.39729733142235,786.7696166011149,219.2969810415466,770.6078984084495,,,185.35737283694948,967.7808603589668,,,322.73197747460495,959.7000012626343,,,479.50064394345895,914.4471903231712,397.0758811608655,950.002970347035
labeled-data\Subject4_0512\img12647.png,132.02370280115383,528.1821255184692,240.3072146920117,592.8289982891306,,,138.48839007821994,718.8904001919204,115.86198460848846,686.5669638065897,279.09533835440857,967.7808603589668,170.8118264635507,956.4676576241011,,,476.2683003049258,933.8412521543696
labeled-data\Subject4_0512\img12654.png,132.02370280115383,440.90884727807634,237.07487105347855,516.8689227836035,,,140.10456189748652,552.4247028074673,98.0840945965565,612.223060120329,261.3174483424766,964.5485167204338,164.34713918648436,962.9323449011673,,,458.49041029299383,916.0633621424378
labeled-data\Subject4_0512\img12939.png,447.1772075581282,332.62533538721846,,,374.449475691134,415.0500981698117,542.5313448948536,500.7072045909381,502.12704941319043,526.5659536992027,403.5405684379316,987.1749221901653,334.0451802094706,1001.720468563564,266.16596380027613,883.739925757107,241.92338651127807,938.6897676121692
labeled-data\Subject4_0512\img13069.png,385.76267842599987,313.2312735560199,,,,,418.0861148113304,471.6161118441405,298.4894001856069,345.55470994135067,397.0758811608655,979.0940630938326,332.4290083902042,998.4881249250311,,,230.61018377641244,943.5382830699689
labeled-data\Subject4_0512\img13134.png,468.1874412085931,301.9180708211543,,,364.75244477553474,379.494318145948,434.24783300399577,495.85868913313845,380.9141629682001,432.82798818174365,411.6214275342643,980.7102349130992,325.9643211131379,993.6396094672314,,,,
labeled-data\Subject4_0512\img13140.png,494.04619031685775,301.9180708211543,,,385.76267842599987,355.25174085694994,434.24783300399577,491.01017367533893,450.40955119666114,347.17088176061725,406.77291207646476,982.3264067323657,330.81283657093763,995.255781286498,,,,
labeled-data\Subject4_0512\img13332.png,600.713530388449,723.7389156497201,,,474.6521284856592,694.6478229029224,526.3696267021883,903.1339875883054,558.693063087519,788.3857884203815,413.23759935353087,979.0940630938326,342.12603930580326,1004.9528122020972,212.83229376448048,943.5382830699689,,
labeled-data\Subject4_0512\img13527.png,610.4105613040483,466.76759638634076,,,503.7432212324568,512.0204073258038,,,620.1075922196474,568.5864210001326,,,440.7125202810621,988.7910940094318,243.53955833054465,954.8514858048346,106.16495369288918,966.1646885397004
labeled-data\Subject4_0512\img13631.png,589.4003276535832,381.1104899652146,,,516.6725957865892,436.0603318202766,616.8752485811144,528.1821255184692,616.8752485811144,576.6672800964653,369.6009602333345,972.6293758167665,437.48017664252893,988.7910940094318,282.3276819929415,877.2752384800409,136.87221825895335,958.0838294433677
labeled-data\Subject4_0512\img13947.png,128.79135916262067,673.6375892524574,233.84252741494538,723.7389156497201,,,224.14549649934634,943.5382830699689,198.2867473910817,911.2148466846381,292.0247129085408,964.5485167204338,256.46893288467686,945.1544548892354,435.86400482326235,912.8310185039047,599.0973585691825,951.6191421663016
labeled-data\Subject4_0512\img14233.png,571.6224376416515,730.2036029267862,,,445.5610357388616,759.2946956735838,474.6521284856592,980.7102349130992,469.8036130278597,1008.1851558406303,311.4187747397391,985.5587503708988,217.68080922228023,995.255781286498,,,,
labeled-data\Subject4_0512\img14446.png,576.470953099451,880.507582118574,,,495.6623621361241,822.3253966249787,484.3491594012585,979.0940630938326,469.8036130278597,1004.9528122020972,298.4894001856069,982.3264067323657,222.52932468007975,988.7910940094318,,,,
labeled-data\Subject4_0512\img14618.png,603.945874026982,912.8310185039047,,,527.9857985214549,841.7194584561771,,,508.59173669025654,967.7808603589668,,,356.67158567920205,987.1749221901653,175.6603419213502,933.8412521543696,,
labeled-data\Subject4_0512\img14953.png,,,,,,,,,,,,,,,421.31845844986356,950.002970347035,209.59995012594754,1025.9630458525621
labeled-data\Subject4_0512\img15066.png,277.479166535142,460.30290910927465,303.3379156434064,494.242517313872,358.28775749846864,491.01017367533893,,,,,324.34814929387153,950.002970347035,418.0861148113304,948.3867985277684,367.9847884140679,875.6590666607743,250.00424560761076,1027.5792176718287
labeled-data\Subject4_0512\img15344.png,99.70026641582308,385.9590054230141,206.36760648741438,442.5250190973429,,,128.79135916262067,552.4247028074673,98.0840945965565,552.4247028074673,248.3880737883444,959.7000012626343,157.88245190941825,961.3161730819007,,,419.702286630597,927.3765648773035
labeled-data\Subject4_0512\img15553.png,358.28775749846864,853.0326611910428,,,259.70127652321,804.5475066130468,308.18643110120615,992.0234376479649,261.3174483424766,1001.720468563564,,,144.95307735528604,969.3970321782334,,,,
labeled-data\Subject4_0512\img15687.png,544.1475167141202,547.5761873496676,,,419.702286630597,589.5966546505975,516.6725957865892,752.8300083965177,490.8138466783246,733.4359465653192,395.4597093415989,967.7808603589668,317.8834620168054,982.3264067323657,207.98377830668096,919.2957057809708,,
labeled-data\Subject4_0512\img15763.png,602.3297022077156,440.90884727807634,,,474.6521284856592,447.37353455514244,618.4914204003808,549.1923591689342,553.8445476297195,513.6365791450704,397.0758811608655,966.1646885397004,309.80260292047274,980.7102349130992,261.3174483424766,875.6590666607743,,
labeled-data\Subject4_0512\img15960.png,558.693063087519,762.5270393121169,,,479.50064394345895,765.75938295065,,,505.3593930517234,974.245547636033,395.4597093415989,966.1646885397004,304.954087462673,980.7102349130992,,,,
labeled-data\Subject4_0512\img16621.png,127.17518734335408,356.8679126762165,246.77190196907782,410.20158271201217,,,190.20588829474923,541.1115000726015,117.47815642775504,482.92931457900625,325.9643211131379,982.3264067323657,217.68080922228023,977.4778912745661,,,447.1772075581282,928.99273669657
labeled-data\Subject4_0512\img16867.png,334.0451802094706,308.3827580982204,,,,,327.58049293240447,537.8791564340685,177.2765137406168,371.4134590496153,322.73197747460495,982.3264067323657,207.98377830668096,980.7102349130992,,,424.5508020883967,930.6089085158366
labeled-data\Subject4_0512\img17084.png,518.2887676058556,802.9313347937803,,,397.0758811608655,804.5475066130468,366.3686165948013,1004.9528122020972,330.81283657093763,1021.1145303947626,,,207.98377830668096,983.9425785516322,,,,
labeled-data\Subject4_0512\img17162.png,579.7032967379841,848.1841457332432,,,473.0359566663926,815.8607093479126,,,489.197674859058,1000.1042967442976,,,201.51909102961486,982.3264067323657,,,,
labeled-data\Subject4_0512\img17614.png,550.6122039911863,899.9016439497724,,,502.12704941319043,835.254771179111,,,,,,,416.46994299206403,980.7102349130992,211.2161219452139,962.9323449011673,127.17518734335408,948.3867985277684
labeled-data\Subject4_0512\img18032.png,,,304.954087462673,697.8801665414554,372.83330387186743,693.0316510836558,,,,,,,,,388.9950220645328,966.1646885397004,172.42799828281704,967.7808603589668
labeled-data\Subject4_0512\img18323.png,510.2079085095231,552.4247028074673,406.77291207646476,560.5055619038,447.1772075581282,591.2128264698641,,,,,,,,,371.2171320526011,954.8514858048346,143.33690553601946,1006.5689840213638
labeled-data\Subject4_0512\img18329.png,510.2079085095231,497.47486095240504,421.31845844986356,518.48509460287,458.49041029299383,533.0306409762688,,,503.7432212324568,607.3745446625295,313.0349465590057,948.3867985277684,411.6214275342643,948.3867985277684,358.28775749846864,932.2250803351031,144.95307735528604,1008.1851558406303
labeled-data\Subject4_0512\img19061.png,321.11580565533836,875.6590666607743,332.4290083902042,819.0930529864456,241.92338651127807,828.7900839020448,321.11580565533836,990.4072658286984,212.83229376448048,985.5587503708988,,,,,377.6818193296672,898.2854721305058,579.7032967379841,950.002970347035
labeled-data\Subject4_0512\img19286.png,,,174.04417010208363,793.2343038781811,203.1352628488812,754.4461802157842,178.89268555988338,977.4778912745661,,,295.2570565470737,959.7000012626343,251.62041742687734,938.6897676121692,403.5405684379316,912.8310185039047,587.7841558343166,951.6191421663016
labeled-data\Subject4_0512\img19426.png,122.32667188555456,426.36330090467754,227.37784013787928,473.232283663407,,,120.71050006628798,579.8996237349984,140.10456189748652,547.5761873496676,298.4894001856069,961.3161730819007,248.3880737883444,938.6897676121692,372.83330387186743,864.3458639259086,565.1577503645851,950.002970347035
labeled-data\Subject4_0512\img19566.png,545.7636885333868,869.1943793837082,,,400.30822479939866,804.5475066130468,431.0154893654628,1006.5689840213638,295.2570565470737,1019.498358575496,,,203.1352628488812,987.1749221901653,,,,
labeled-data\Subject4_0512\img19607.png,481.1168157627253,379.494318145948,,,348.5907265828696,434.44416000101023,469.8036130278597,515.2527509643369,406.77291207646476,592.8289982891306,308.18643110120615,980.7102349130992,235.45869923421196,1000.1042967442976,,,,
labeled-data\Subject4_0512\img19633.png,418.0861148113304,313.2312735560199,,,316.26729019753884,398.8883799771463,471.41978484712627,537.8791564340685,426.1669739076631,487.77783003680577,301.72174382414005,985.5587503708988,227.37784013787928,1003.3366403828306,,,,
labeled-data\Subject4_0512\img19705.png,261.31744834247684,309.998929917487,355.0554138599357,389.19134906154727,,,388.9950220645328,489.39400185607235,308.18643110120615,457.0705654707417,306.57025928193957,979.0940630938326,228.99401195714586,998.4881249250311,,,,
labeled-data\Subject4_0512\img19974.png,361.5201011370018,301.9180708211543,,,279.09533835440857,377.8781463266814,408.38908389573135,565.3540773615995,240.3072146920117,371.4134590496153,308.18643110120615,979.0940630938326,235.45869923421196,1006.5689840213638,,,188.58971647548242,940.3059394314358
labeled-data\Subject4_0512\img20211.png,589.4003276535832,746.3653211194516,,,476.2683003049258,759.2946956735838,,,484.3491594012585,1001.720468563564,317.8834620168054,980.7102349130992,230.61018377641244,1009.8013276598967,,,,
labeled-data\Subject4_0512\img20238.png,589.4003276535832,861.1135202873755,,,536.0666576177875,801.3151629745137,,,481.1168157627253,996.8719531057645,,,374.449475691134,1013.0336712984299,180.50885737914973,945.1544548892354,,
labeled-data\Subject4_0512\img20318.png,597.4811867499159,382.72666178448094,502.12704941319043,450.6058781936756,552.2283758104529,434.44416000101023,,,,,403.5405684379316,980.7102349130992,489.197674859058,993.6396094672314,351.82307022140253,903.1339875883054,143.33690553601946,974.245547636033
labeled-data\Subject4_0512\img20602.png,600.713530388449,371.4134590496153,,,485.96533122052506,421.5147854468778,620.1075922196474,537.8791564340685,615.2590767618478,476.46462730194,388.9950220645328,959.7000012626343,494.04619031685775,988.7910940094318,327.58049293240447,906.3663312268385,146.56924917455262,971.0132039975
labeled-data\Subject4_0512\img20822.png,,,,,,,,,,,,,494.04619031685775,996.8719531057645,340.5098674865369,987.1749221901653,107.78112551215577,983.9425785516322
labeled-data\Subject4_0512\img21006.png,178.89268555988338,701.1125101799885,280.7115101736749,699.496338360722,,,261.3174483424766,835.254771179111,,,372.83330387186743,964.5485167204338,,,516.6725957865892,927.3765648773035,547.3798603526534,1022.7307022140291
labeled-data\Subject4_0512\img21104.png,162.730967367218,770.6078984084495,262.9336201617432,781.9211011433152,,,256.46893288467686,990.4072658286984,222.52932468007975,958.0838294433677,369.6009602333345,964.5485167204338,,,440.7125202810621,909.5986748653715,586.1679840150503,941.9221112507023
labeled-data\Subject4_0512\img21218.png,175.6603419213502,355.25174085694994,259.70127652321,436.0603318202766,,,151.41776463235215,495.85868913313845,146.56924917455262,552.4247028074673,280.7115101736749,971.0132039975,204.7514346681478,964.5485167204338,,,455.2580666544609,938.6897676121692
